job_id,company_id,job_title,description,work_type,location,experience_level,sponsored
3701323737,11067,Business Analyst/Data Remediation,"W2 only.Hybrid: Charlotte, NC (3 days onsite, 2 days remote) 
Top Skills1-4 years of experienceAble to work Sharepoint 2016 or newer (create/edit files, etc.)Foundational knowledge of records and information management.Excellent written and communications skills.Enterprise level corporate experience. People with small business experience have been overwhelmed in the past.
Part of unstructured data remediation project. Working on group share drives and network files. Developed the group walker tool to research drives to find ownership. Developing AI and keyword driven tools as well. Helping with document preservation. Combines documentation, risk points, etc in Teams and Sharepoint for preservation and auditing.
This person will sit and speak with senior division leaders. Each team member is assigned a division and has weekly meetings to be an SME and project champion with that divisional leadership. There are daily set tasks for reviewing potential feedback documents and doing record classification scanning. They'll review a set amount of documentation, provide feedback to train AI tool, field requests through queue. Keep a risk centric mindset, raise your hand to help improve the process.
The team will be responsible to support the ownership of group share by handling the exceptions and providing real-time assistance to our clients. However, the role will be evolving in nature and is expected to deal with new challenges as we progress on phases. The expectation from the individual is to connect with different LOBs (which we support) by setting up regular meetings and hence need to have excellent communication along with great presentation skill. The team member will be the point of contact for each business division and needs to be flexible with the timings as per the business requirement.
• Experience as a Business Analyst writing complex business requirements• Extensive experience with business software applications for document/content management• Information Management/ Records Management knowledge• Excellent verbal, written, and interpersonal communications skills – able to present status, facts, thoughts, and ideas in a clear, concise, and organized manner.• Demonstrated ability to interact effectively with a variety of stakeholders including mid to senior level managers• Experience in facilitating virtual and in-person collaboration meetings and work sessions• Personal dedication and strong work ethic• Strong time management skills, with an ability to multi-task, handle multiple assignments, and prioritize one's own work• Ability to clearly communicate ideas and results to diverse business and technical audiences.• Ability to take ownership of the task assigned• Familiarization with Microsoft office software products. (Excel, word, outlook, MS Teams, PowerPoint.)• Knowledge of SharePoint 2013, SharePoint Online and how to create standard features within both environments to support team documentation management and structure.• Reporting and analytics creation, management, and development• Records and Information management skills (Ability to understand digital records and retention schedules. In addition to foundational knowledge of Information Management practices.)
Pay Range: $35/hr W2 - $40/hr W2 
The specific compensation for this position will be determined by a number of factors, including the scope, complexity and location of the role as well as the cost of labor in the market; the skills, education, training, credentials and experience of the candidate; and other conditions of employment. Our full-time consultants have access to benefits including medical, dental, vision as well as 401K contributions as well as any other PTO, sick leave, and other benefits mandated by appliable state or localities where you reside or work.",Contract,NC,Associate,1
3701323341,226965,Basel Business Analyst,"Net2Source Inc. is an award-winning total workforce solutions company recognized by Staffing Industry Analysts for our accelerated growth of 300% in the last 3 years with over 5500+ employees globally, with over 30+ locations in the US and global operations in 32 countries. We believe in providing staffing solutions to address the current talent gap – Right Talent – Right Time – Right Place – Right Price and acting as a Career Coach to our consultants.  
Role: Basel Business AnalystLocation: Washington, D.C.Work Mode: HybridHire Type: 6+ Month Contract (extendable)
JD:• Role Specific Experience: 6+ years of relevant technical and business work experience• The Candidates who have worked on Basel related projects in Credit risks or at least are aware of credit risk. • Banking & Financial domain experience, along with knowledge of risk management, familiarity with concepts of finance and accounting • Proficiency in MS Excel • Experience in defining and implementing technology solutions for a major financial institution • Extensive experience as a Business Analyst for a large financial institution • Extensive experience in gathering business requirements and developing functional specifications with special emphasis on use cases, defining test cases, and providing user training and support• Extensive experience with various system development lifecycle methodologies and tailoring the artifacts to those methodologies• Solution-oriented, detailed-focused, showing strong analytical and organization skills• Familiarity with relational databases / RDMS• Experience with writing simple SQL statements (mostly SELECT – with aim to analyze datasets)


Regards,Prashant SinghSr. Account Manager - Enterprise BusinessNet2Source Inc.prashant.singh@net2source.comDirect # (201) 285-5087 | Board # (201) 340-8700 Ext. 509 | Fax: (201) 221-8131Corp. HQ’s : 317 George St., Suite 220, New Brunswick, NJ 08901LinkedIn: https://www.linkedin.com/in/prashant-singh-b1b23526Website: www.net2source.com
Why work with us - At Net2Source, we believe everyone has an opportunity to lead. We see the importance of your perspective and your ability to create value. We want you to fit in—with an inclusive culture, focus on work-life fit and well-being, and a supportive, connected environment; but we also want you to stand out—with opportunities to have a strategic impact, innovate, and take necessary steps to make your mark. We help clients with new skilling, talent strategy, leadership development, employee experience, transformational change management and beyond.
Equal Employment Opportunity Statement:Net2Source is an Equal Opportunity Employer. We believe that no one should be discriminated against because of their differences, such as age, disability, ethnicity, gender, gender identity and expression, religion or sexual orientation. Our rich diversity makes us more innovative, more competitive, and more creative, which helps us better serve our clients and our communities. All employment decisions shall be made without regard to age, race, creed, color, religion, sex, national origin, ancestry, disability status, veteran status, sexual orientation, gender identity or expression, genetic information, marital status, citizenship status or any other basis as protected by federal, state, or local law.
Awards and Accolades: America's Most Honored Businesses (Top 10%)Awarded by USPAAC for Fastest Growing Business in the US12th Fastest Growing Staffing Company in USA by Staffing industry Analysts in the US (2020, 2019, 2020)Fastest 50 by NJ Biz (2020, 2019, 2020)INC 5000 Fastest growing for 8 consecutive years in a row (only 1.26% companies make it to this list)Top 100 by Dallas Business Journal (2020 and 2019)Proven Supplier of the Year by Workforce Logiq (2020 and 2019)2019 Spirit of Alliance Award by Agile12018 Best of the Best Platinum Award by Agile12018 TechServe Alliance Excellence Awards Winner2017 Best of the Best Gold Award by Agile1(Act1 Group)",Contract,DC,Mid-Senior level,0
3701321355,120240,Proposal Coordinator / Business Analyst,"At MasTec Communications Group  we build for the future. Yours and ours.

As a Proposal Coordinator / Business Analyst, you will develop new skills, work in a safety-minded environment, and join us in expanding technology for a better community. Join the MasTec family and help us provide the highest level of quality service to our customers and communities while maintaining our commitment to safety!

Responsibilities

As a Proposal Coordinator / Business Analyst, you are responsible for working with teams across the organization to map and analyze current processes, both in service delivery areas and in central services functions, and to identify and deliver business process improvements that streamline activity, are robust, and compliant, increase quality and efficiency and represent best practice. You believe in doing the job right. Being the best. And you’re up for the challenge.

This is a long-term salaried position with potential for growth. The ideal candidate will be someone willing to learn and take initiative. They will be savvy and adaptable to internal tools, processes, and software. This position will oversee the delivery of proposals/pricing to ensure they adhere to the outlined specifications as well as MasTec’s high standards for delivery.

 Salary Range $50k-$60k Annually. DOE 

Responsibilities:
Write and coordinate proposalsPortal management and mailbox managementSalesforce/STACCS updates and reportingProvide new customer set-ups, including vendor onboarding and customer portal set-upsManage the RFP (Request for Proposals) processAssists in the creation of sales collateralAssists with the licenses and insurance, as neededIndependently manage deadlines to ensure on-time delivery to customer requestsCoordinate pricing and information responsesCommunicate with clients, as needed

Qualifications

Skills 
Excels at staying organized and always following through on deadlinesExceptional attention to detailStrong aptitude to work cross-functionally (Operations, Sales, AP, Safety, Marketing, etc.)Ability to adapt to constantly changing requestsStrong technical writing skills are a plusAbility to see a project/task through to completionSuperb follow-up skillsFamiliarity with CRMs and data managementBe able to work independentlyPrevious experience with Salesforce is a plusProficiency in Outlook and related Microsoft Office programs (Word, Excel, PowerPoint, SharePoint, etc.)

Hard work pays off. See what you’ll get for your effort:

Financial Security
 401(k) with company match  Employee Stock Purchase Plan (ESPP)  Life insurance  Short-term and Long-term disability  Red Wing Boot Voucher 

Health and Wellness
 Medical, dental, and vision insurance  HSA flexible spending  Dependent care flexible spending  Employee Assistance Program (EAP) 

Work/Life Balance
 Paid time off  Paid holidays  Family and medical leave  Bereavement leave 

Employee Referral Program

Refer someone who delivers excellence just like you and receive a $1,000 incentive for a referral that becomes a permanent hire!

We meet your commitment with competitive pay and benefits. If this sounds like you, let’s talk. Build your career with MasTec!

MasTec, Inc. is an equal employment opportunity employer. The Company's policy is not to unlawfully discriminate against any applicant or employee on the basis of race, color, sex, religion, national origin, age, disability, genetic information, military status, or any other consideration made unlawful by applicable federal, state, or local laws. The Company also prohibits harassment of applicants and employees based on any of these protected categories. It is also MasTec's policy to comply with all applicable state, federal and local laws respecting consideration of unemployment status in making hiring decisions.

#MasTecCommunicationsGroup #MasTecCommunicationsCareers #ByersEngineeringCompany #DecisiveCommunications #MasTecNetworkSolutions #QuadGen #RhinoCableServices #RJCarrollCompany #SEFNCOCommunications #WycoFieldServices #MasTecFamily",Full-time,United States,Entry level,0
3701319093,1415,Business Analyst – Entry Level,"Position Description
Launch a world-class career.
Are you fascinated by information technology and its role in innovative business solutions? Are you a collaborative problem solver who wants to build a dynamic career making an impact for some of the most influential companies and government agencies in the world? If so, we think CGI is just the place for you.
A typical day working as a Business Analyst with us is exciting. One moment you could be designing solutions that enhance how our clients use technology to empower commercial business processes or improve government services for citizens. The next you could be working with your manager to map out your career goals and plans to achieve them. Then you could be partnering directly with a client, answering their questions, and providing data-driven recommendations to help them succeed. A career at CGI can look like many things. When you join us, you’ll have access to limitless upward mobility, opportunity, and entrepreneurship.
**Fall Application Period is from August 21, 2023 through November 3, 2023**
How you’ll make an impact
 You’ll become an expert on a client’s industry, customers, organization, and business objectives. Work alongside thought leaders to solve complex and critical challenges for our clients. Assess user requirements, procedures, and problems. Provide quality client support by answering questions and maintaining open communication. Make data-driven recommendations regarding business issues and resource allocation. Assess how well a product meets usability and its ability to meet our business needs.
What you’ll bring
 You have a bachelor's degree - all majors encouraged to apply! A positive attitude and a hunger for learning. You are a collaborative problem solver. You’re also flexible and can deal with ambiguity. You can work in the U.S. for an indefinite period without restriction.
Let’s Talk About Benefits
 Competitive base salary Comprehensive insurance options 401(k) with company match Share purchase plan with a company match Paid vacation, holidays, and sick leave Up to 14 weeks of Maternity Leave with full pay 4-week Parental Leave for all non-birth parents Attorney-assisted will preparation Health savings account Disability, life, and accidental death insurance Pet insurance Work-life balance and flexibility Tuition assistance continuous learning opportunities Training, mentoring, and career development Member assistance program Wellness program Member resource groups that provide community
The best version of you starts here.
We’re a global company of owners. Over 90,000 members strong, we bring our diverse backgrounds and perspectives together to solve some of IT and business consulting’s toughest problems for some of the world’s best companies. Looking for a place that empowers you to explore your full potential and shape your own career? The scale and reach of our impact offer you just that. Join a team of great people, collaborate on meaningful work, and serve the communities you call home while you do it.
#CGIFederalJob
CGI is required by law in some jurisdictions to include a reasonable estimate of the compensation range for this role. The determination of this range includes various factors not limited to skill set level, experience and training, and licensure and certifications. To support the ability to reward for merit-based performance, CGI typically does not hire individuals at or near the top of the range for their role. Compensation decisions are dependent on the facts and circumstances of each case. A reasonable estimate of the current range is $48,400 - $79,800.
Your future duties and responsibilities
Required Qualifications To Be Successful In This Role
Insights you can act on
While technology is at the heart of our clients’ digital transformation, we understand that people are at the heart of business success.
When you join CGI, you become a trusted advisor, collaborating with colleagues and clients to bring forward actionable insights that deliver meaningful and sustainable outcomes. We call our employees “members” because they are CGI shareholders and owners and owners who enjoy working and growing together to build a company we are proud of. This has been our Dream since 1976, and it has brought us to where we are today — one of the world’s largest independent providers of IT and business consulting services.
At CGI, we recognize the richness that diversity brings. We strive to create a work culture where all belong and collaborate with clients in building more inclusive communities. As an equal-opportunity employer, we want to empower all our members to succeed and grow. If you require an accommodation at any point during the recruitment process, please let us know. We will be happy to assist.
Ready to become part of our success story? Join CGI — where your ideas and actions make a difference.
Qualified applicants will receive consideration for employment without regard to their race, ethnicity, ancestry, color, sex, religion, creed, age, national origin, citizenship status, disability, pregnancy, medical condition, military and veteran status, marital status, sexual orientation or perceived sexual orientation, gender, gender identity, and gender expression, familial status, political affiliation, genetic information, or any other legally protected status or characteristics.
CGI provides reasonable accommodations to qualified individuals with disabilities. If you need an accommodation to apply for a job in the U.S., please email the CGI U.S. Employment Compliance mailbox at US_Employment_Compliance@cgi.com. You will need to reference the requisition number of the position in which you are interested. Your message will be routed to the appropriate recruiter who will assist you. Please note, this email address is only to be used for those individuals who need an accommodation to apply for a job. Emails for any other reason or those that do not include a requisition number will not be returned.
We make it easy to translate military experience and skills! Click here to be directed to our site that is dedicated to veterans and transitioning service members.
All CGI offers of employment in the U.S. are contingent upon the ability to successfully complete a background investigation. Background investigation components can vary dependent upon specific assignment and/or level of US government security clearance held. CGI will consider for employment qualified applicants with arrests and conviction records in accordance with all local regulations and ordinances.
CGI will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with CGI’s legal duty to furnish information.",Full-time,SC,Mid-Senior level,0
3701309576,6455591,Business Analyst,"Cloud and Things is a leading provider of IT solutions in the public sector. We are dedicated to delivering results and solving complex challenges for our clients. We are looking for individuals who are passionate about making a difference in the world, who are driven by a sense of purpose, and who are committed to excellence. Our team thrives on collaboration, innovation, and delivering high-quality projects that have a significant impact on the public sector's IT landscape.
We are seeking experienced Business Analysts for Level III positions with a strong background in leading complex projects and a focus on system requirements analysis. As a Business Analyst, you will play a crucial role in understanding business needs, gathering requirements, and contributing to the successful implementation of projects. You will collaborate closely with cross-functional teams and assume a leadership role to ensure that project planning, design, and delivery align with business objectives.
DutiesLead and participate in requirements gathering sessions, facilitating discussions to capture client-focused needs.Analyze gathered requirements to identify key insights and prioritize system requirements for continuous integration and deployment.Utilize your expertise to validate and document system requirements that align with best-fit technology solutions.Manage and identify system requirements with a focus on areas such as eligibility, enrollment, case management, payment, claims, and recoupments.Document system requirements for mainframe modernization projects across multiple complex functional domains.Conduct thorough business process analysis and optimization within technology environments, documenting current ""As Is"" states and proposing innovative ""To Be"" states.Develop comprehensive requirements documentation, including use cases, screen prototypes, and specifications, adhering to established templates and using tools like Blueprint Storyteller.Facilitate meetings and workgroups to foster collaboration and ensure a comprehensive understanding of requirements.
Basic QualificationsAt least 7 years of experience on complex projects, with a minimum of two (2) years in a leadership role as a Business Analyst.At least 7 years of client-focused business and requirements analysis experience, including leading requirements gathering sessions and preparing technology proposals based on elicited requirements.
Preferred SkillsProfound experience in managing, identifying, documenting, and validating system requirements in areas like eligibility, enrollment, case management, payment, claims, and recoupments.Expertise in identifying, documenting, and validating system requirements within mainframe modernization projects encompassing multiple intricate functional domains.Strong aptitude for business process analysis and optimization in technology environments, with an ability to document ""As Is"" and ""To Be"" states.Extensive proficiency in creating comprehensive requirements documentation, including use cases, screen prototypes, and specifications, using tools like Blueprint Storyteller.Demonstrated capability in facilitating meetings and workgroups to enhance collaboration and requirement understanding.
 Cloud and Things complies with all applicable federal, state, and local laws regarding recruitment and hiring. All qualified applicants are considered for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, protected veteran status, or any other category protected by applicable federal, state, or local laws.",Full-time,New York Metropolitan Area,Mid-Senior level,0
3701307803,75056027,Senior SAP FI/CO Business Analyst,"Job Summary
Manage both strategic and daily developmental activities and personnel to ensure that the business system and associated processes provide consistency with business direction and functional requirements. Provides functional support for one or more SAP modules and maintains the “Configuration” of SAP to reflect the current business organization and business processes.
Qualifications
Bachelors Degree and SAP FI/CO Certification highly preferred5+ Years of experience with at least 3 years of generalbusiness process evaluationExperience contributing to at least oneSAP implementationOr, experience working withECC and S/4 HanaAt least one year of experience in setting upIMG (Implementation Guide) configurations in SAPAdditional SAP experience outside of FI/CO is a bonusAbility to manage multiple issues and requests at one timeStrong interpersonal, communication, and problem-solving skills
Description Maintain SAP configuration in the IMG. Test and implement configuration changes.Conduct ongoing SAP end-user training for new employees and employees changing roles.Maintain SAP-related Issue/resolution status.Troubleshoot SAP system functionality problems.Identify data inconsistencies, provide reports to users, and work with them to help resolve erroneous data within the system.Submit OSS Notes to SAP. Recommend application of relevant SAP-provided OSS notes, patches, etc. Tests and implements results.Evaluate, test, and implements SAP system software upgrades, i.e., Hot Packs, new releases, etc.Write detailed specifications for enhancement requests which require programming such as output documents, ABAP reports, interfaces to/from external systems, data conversion, and user exits for special program processes.Provide analysis and recommendations to management to ensure that the business system, and associated processes, are consistent with the general business direction. Provide plans and direct employees to bridge identified gap areas.Work with users to examine business process areas for improvement to ensure the most efficient processes are used to meet company objectives.Develop project timelines and monitor progress to ensure target project dates are met.Provide end-user support in specific functional areas of SAP. Confer with process owners/business users to analyze current SAP processes, identify problems, learn specific requirements, and develop and recommend solutions.Investigates opportunities for implementation of new functionality in SAP to achieve process improvement in the business.Write and maintains detailed user procedures and update SAP training documentation.Train organizational process owners on a train-the-trainer basis.Prepare and maintains process flow diagrams for educational purposes.Monitor and address help desk requests, which include user inquiries, immediate process change needs, and data issues or errors.Take the lead in the knowledge area for larger, long-term business system projects.",Full-time,Cincinnati Metropolitan Area,Mid-Senior level,0
3701306270,69864,IT Senior Business Analyst,"Summary
The Malibu Boats IT department is looking for a highly motivated manufacturing business systems expert to help upgrade and maintain the Dynamics GP / CRM ERP environment at our global headquarters in Loudon, TN. This individual must have proven systems, analytical and problem-solving abilities in a fast-paced manufacturing environment. Essential Duties and Responsibilities  LeadershipCoach and Train employees in the use of ERP functionality (Finance, Sales, Inventory, Manufacturing, Purchasing, Service)Own and develop relationship with partners, working with them to optimize and enhance our ERP and integrations CollaborationWork with implementation team, internal user groups and IT staff to help facilitate the successful upgrade of the Dynamics GP ERPParticipate in Integration Test and User Acceptance Testing (UAT) and testing functionality Scope of ApplicationsDynamics GP and related applications for Malibu Brand including Data, Integrations and ReportingMaintenance and support of Malibu Dynamics GP / CRM including various 3rd party ISV’s, database and serversContinued development and extension of the ERP environment to support our growing company including product testing, upgrades, expansion of 3rd party ISV’s, integrations, custom coding, reports, data maintenance and processes Ensure SOX and regulatory compliance through management of processes, maintaining proper documentation and evidence.Assist IT staff in routine dutiesOther tasks as needed
 Technologies in UseDatabase: MS SQL, MySQLERP: Currently using Dynamics GP, Syteline, AS400, & Workwise: Primary focus on Dynamics GPDevelopment Stack: PHP, Net Web Services, .NET, CSS3, HTML/HTML5, XHTML, SQL, API’s (SOAP, REST, JSON), nodejs, JavaScript, and SEO toolsCode Repository: GitUser Story / Agile Kanban / ITSM: ServiceNow, Jira, & Smartsheets / MS ProjecftsHosting: AWS & AzureReporting: PowerBI, SSRS Critical Qualifications Microsoft Dynamics GP – 2015 R2 and up, use and administrationMicrosoft SQL Server Administration and development - performance monitoring/stored procedure development – 2014 SP2 and upMicrosoft SSRS/BIDS – 2014 SP2 and upGreat knowledge of IT processes and willingness to constantly update knowledgeVery strong written, oral skills and interpersonal skillsExcellent interpersonal skills including demonstrated abilities to collaborate with technical and professional staffPreferred QualificationsMicrosoft Dynamics CRM application use and administration a plusMicrosoft Dynamics Reporting tools including Smartlist and Excel based reports – a plusScribe (or other ETL tool) integration development and administration – a plusBOM Configurator experience – a plusAccellos or another warehouse management systems a plusC#/.Net experience a plusSharePoint experience a plus
Education and/or ExperienceMinimum of 5 years of experience with Microsoft Dynamics GP and related technologyMinimum of 3 years of Manufacturing environment experienceBachelor's degree or equivalent combination of education and experience
Language Skills:  Ability to read, analyze, and interpret common scientific and technical journals, financial reports, and legal documents. Ability to respond to common inquiries or complaints from customers, regulatory agencies, or members of the business community. Ability to write speeches and articles for publication that conform to prescribed style and format. Ability to effectively present information to top management, public groups, and/or boards of directors.",Full-time,TN,Associate,0
3701305817,1199482,Business Analyst,"Title: PMLocation: Chicago, ILType: full-time (Hybrid)
Qualifications:Having knowledge on Structured Vs Unstructured dataData Management knowledgeEvidencing on data purge capabilitiesQueries to be executed to evidence Data Storage and Retention schedules",Full-time,IL,Mid-Senior level,1
3701303730,86088336,Business Analyst,"Must-Have Skills for this Position:Strong leadership skills IT background Understanding of ServiceNow or Salesforce Agile and Jira experience
Company: Fortune 50Type: 1 year contractLocation: RemoteTravel: 1-3 times at most during contractCompensation: Hourly on 1099",Contract,United States,Mid-Senior level,0
3701303248,3234670,FACETS Business Analyst,"Requirement -  Must have experience in FACETS.Lead/Execute all or part of the business analysis on business features/user stories. Provide oversight when junior BAs are involvedResponsible for gathering and understanding of business needs and translating them into effective user stories/requirements.Assist in the estimation, prioritization and implementation of cost-effective business process and system solutions.Work with Product Owner/ Business in prioritization and implementation of cost-effective business process and system solutions.On-boarding and mentoring BAs/new BAs into the organization.Proactively acquire BU domain knowledge and facilitate the growth of domain knowledge throughout the technical teams. Lead or support Knowledge management initiativesDevelop a strong understanding of the industry & the organizational vision, mission, strategic goals",Contract,TX,Mid-Senior level,1
3701303080,6863,"Wholesale Business Analyst - Montvale, NJ (Hybrid)","Wholesale Business Analyst - Montvale, NJ (Hybrid)
Flight Centre Travel Group (FCTG) is one of the world’s largest travel retailers and corporate travel managers. The company, which is headquartered in Brisbane, Australia has company-owned leisure and corporate travel business in 23 countries, spanning Australia, New Zealand, the Americas, Europe, the United Kingdom, South Africa, the United Arab Emirates and Asia. FCTG also operates a global corporate travel management network, which extends to more than 90 countries through company-owned businesses and independent licensees. The company opened its first leisure travel shop in Sydney, Australia in 1982 and listed on the Australian Securities Exchange in 1995. Our purpose is to “open up the world for those who want to see”. Every day, we give people all around the world the opportunity to experience something really amazing – travel!To learn more about Flight Centre Travel Group please click HERE
About The OpportunityWithin FCTG, our Wholesale brand, GOGO Vacations is a dynamic division and to support our growth and transformation are seeking a Business Analyst.In this role, you’ll bring expert deep-dive analysis, SQL knowledge and willingness to understand the correlation of systems and databases. Self-motivated and a self-thinker, you will be assisting the Commercial Finance Manager in delivering key insights to help guide key strategic decisions
Key ResponsibilitiesFinancial and Strategic ReportingStrong understanding of Balance Sheet, P&L & Cashflow models Assist with month-end close process by preparing journal entries and account reconciliations Ensure data integrity of financial statement information Assist with forecasting and modeling for budgets Preparation of monthly management and sales reporting for Business and Sales Leaders Work with internal business leaders to ensure divisional reporting coordination Ability to assess and interpret data and subsequently coordinating the design and implementation of reports, dashboards and BI related tools Perform audit of operation activities by reviewing financial data Provide ad-hoc analysis from different leaders within the business Calculate monthly incentives for sales teams Maintain financial and customer databases Ability to work independently with cross-functional departments to obtain an understanding of key metrics that impact the business
Business Acumen Understand key drivers of the Wholesale business; providing strategic insight and analysis to align with key business initiatives Working closely with and supporting the Wholesale Commercial Finance Manager, providing commercial direction for the business Ensuring that the use of business intelligence solutions being developed enhances business decision making capabilities Strong customer focus, a high level of commercial acumen and professionalism Develop financial reporting appropriate to analyze trends, margins and opportunities Assist with tools to review all aspects of the business Strong analytical and problem-solving skills 
Experience & QualificationsExperience working in a multinational company desirable Bachelor’s degree in Accounting or Finance Proficiency in Microsoft office suite with high emphasis on Excel 2+ years of relevant finance/accounting experience Experience in Microsoft BI highly desirable Working SQL knowledge Ability to research, analyze and problem solve 
Work Perks! - What’s in it for you:FCTG is renowned internationally for having amazing perks and an even better culture. We understand that our people are our most valuable asset. It is the passion and dedication of our teams that keep the company on top of the industry ladder. It’s also why we offer some great employee benefits and perks outside of the norm.Enjoy the freedom and flexibility of a hybrid work structure that combines both remote and in-person work.Have fun: At the heart of everything we do at Flight Centre is a desire to have fun.Reward & Recognition: Celebrate the success of yourself and others at our regular Buzz Nights and at the annual Global Gathering - You'll have to experience it to believe it!Use your smarts: Our people use their quick thinking, expertise, and tenacity to always figure things out.Love for travel: We were founded by people who wanted to travel and want others to do the same. That passion is something you can’t miss in our people or service.Personal connections: We are a big business founded on personal relationships.Diversity, Equity & InclusionDiversity Day: paid leave to observe holiday or cultural celebration of your choice DEI educationCommitment to fair practices such as regular equity assessments and inclusive recruitment protocolsA career, not a job: We offer genuine opportunities for people to grow and evolveWe back our people all the way: We are strongly committed to supporting every single employee in their professional and personal development.Giving Back: Proud Corporate Social Responsibility program supporting nominated charities through Workplace Giving, volunteering and fundraisingEmployee giving programOffice Environmental Program1 Volunteer Day per Calendar Year
Benefits Include:Paid Time Off *Up to 15 Vacation Days accrued per year - prorated upon hire and increased by tenure after 2 years of employment (up to 25 days)5 Sick Days accrued per year3 Personal Days1 Diversity Day1 Volunteer Day8 Recognized HolidaysTravel perks/discountsHealth & Wellness Programs and Employee Financial Wellness ServicesNational/International Award Nights and ConferencesHealth benefits including, medical, dental and visionInsurance including hospital indemnity, AD&D, critical illness, long-term and short-term disabilityFlexible Spending AccountsEmployee Assistance Program401k program with partial matchTuition Reimbursement ProgramEmployee Share Plan – Ability to purchase company stock on Australian Stock Exchange with partial company match, subject to terms and conditionsGlobal career opportunities in a network of brands and businesses*Vacation, Personal, and Sick time accrual rates will vary based on full-time or part-time employee status. Recognized Holidays are either paid time off or, if required to work due to job requirements, holiday pay rate, and may vary depending on state.
#LI-AG1#FCTG#LI-RemoteLocation – Montvale, USA 
If this sounds like the opportunity you have been waiting for then APPLY NOW.This role can be performed onsite or on a hybrid schedule, in compliance with the Company’s Remote and Flexible Work Policy.
For this position, we anticipate offering an annual salary of $75,000 USD. Base salary is dependent on relevant factors, including experience, geographic location, and job requirements.
We thank all candidates for their interest; however, only those selected to continue in the process will be contacted.
Our number one philosophy? Our people. Flight Center Travel Group USA’s promise is to provide an environment with equality of respect, dignity and opportunity for all our employees. We value an inclusive and supportive workplace which truly reflects the diversity of our society.We are an affirmative action and equal opportunity employer committed to providing a barrier-free pathway throughout our recruitment process. We welcome accommodation requests to help make our hiring and onboarding experience as accessible as possible. Please advise us about accommodation needs at any point by contacting our Recruitment Team at careers@us.flightcentre.com",Full-time,NJ,Mid-Senior level,0
3701302210,13332717,Salesforce (Omnichannel) Business Analyst (100% Remote),"• Experienced in Salesforce Industries Communications cloud.Certification a plus*10+ years in SFDC• 5+ years of experience in Telecom domain solutioning for Quoteto Cash• Architect software solutions using Vlocity, Omnistudio,Salesforce API framework, and 3rd party APIs.• Solution design of custom solutions on the Vlocity platform• Strong understanding of Salesforce’s capabilities and limitationsand can clearly communicate those to customers.• Own overall architecture design and solutioning.• Lead Solution discussion &amp; present solutions options toCustomer IT team &amp; Business on• Guide the onsite-offshore development team in translating thesolution Architecture into an ImplementationShould have a thorough understanding of Salesforce.com projectlifecycle• Experience reviewing and documenting code• Knowledge on Source Control &amp; deployments to higher environments",Full-time,United States,Mid-Senior level,0
3701301261,14524845,Salesforce Communication Cloud Business Analyst,"Job Description
Job Title: Salesforce Communication Cloud Business AnalystJob Type: Full-timeJob Location: Remote (Across USA)
Business Requirements:Experienced in Salesforce Industries Communications cloud.10+ years in SFDC, Certification a plus5+ years of experience in Telecom domain solutioning for Quote to CashArchitect software solutions using Vlocity, Omnistudio,Salesforce API framework, and 3rd party APIs.Solution design of custom solutions on the Vlocity platformStrong understanding of Salesforce’s capabilities and limitations and can clearly communicate those to customers.Own overall architecture design and solutioning. Lead Solution discussion &amp; present solutions options toCustomer IT team &amp; Business onGuide the onsite-offshore development team in translating the solution Architecture into an ImplementationShould have a thorough understanding of Salesforce.com project lifecycle.Experience reviewing and documenting code.Knowledge on Source Control &amp; deployments to higher environments",Full-time,United States,Mid-Senior level,0
